draft_id,company_name,vertical,channel,language,offer_name,priority_score,quality_score,compliance_score,requires_founder_approval,send_allowed,external_send_blocked,status
BATCH-2026-06-04-00240,Prospect 00240 (Facilities Management & Maintenance),facilities_management,follow_up,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00243,Prospect 00243 (Legal & Professional Services),legal_professional_services,follow_up,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00246,Prospect 00246 (Contracting & Project Controls),contracting_project_controls,follow_up,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00249,"Prospect 00249 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00252,Prospect 00252 (Real Estate & Property Operations),real_estate_property_ops,follow_up,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00255,Prospect 00255 (Facilities Management & Maintenance),facilities_management,follow_up,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00258,Prospect 00258 (Legal & Professional Services),legal_professional_services,follow_up,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00261,Prospect 00261 (Contracting & Project Controls),contracting_project_controls,follow_up,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00264,"Prospect 00264 (Consulting, Training & B2B Services)",consulting_training_b2b,follow_up,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00267,Prospect 00267 (Real Estate & Property Operations),real_estate_property_ops,follow_up,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00270,Prospect 00270 (Facilities Management & Maintenance),facilities_management,follow_up,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00273,Prospect 00273 (Legal & Professional Services),legal_professional_services,follow_up,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00276,Prospect 00276 (Contracting & Project Controls),contracting_project_controls,linkedin_manual,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00279,"Prospect 00279 (Consulting, Training & B2B Services)",consulting_training_b2b,linkedin_manual,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00282,Prospect 00282 (Real Estate & Property Operations),real_estate_property_ops,linkedin_manual,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00285,Prospect 00285 (Facilities Management & Maintenance),facilities_management,linkedin_manual,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00288,Prospect 00288 (Legal & Professional Services),legal_professional_services,linkedin_manual,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00291,Prospect 00291 (Contracting & Project Controls),contracting_project_controls,linkedin_manual,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00294,"Prospect 00294 (Consulting, Training & B2B Services)",consulting_training_b2b,linkedin_manual,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00297,Prospect 00297 (Real Estate & Property Operations),real_estate_property_ops,linkedin_manual,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00300,Prospect 00300 (Facilities Management & Maintenance),facilities_management,linkedin_manual,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00303,Prospect 00303 (Legal & Professional Services),legal_professional_services,linkedin_manual,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00306,Prospect 00306 (Contracting & Project Controls),contracting_project_controls,linkedin_manual,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00309,"Prospect 00309 (Consulting, Training & B2B Services)",consulting_training_b2b,linkedin_manual,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00312,Prospect 00312 (Real Estate & Property Operations),real_estate_property_ops,linkedin_manual,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00315,Prospect 00315 (Facilities Management & Maintenance),facilities_management,linkedin_manual,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00318,Prospect 00318 (Legal & Professional Services),legal_professional_services,linkedin_manual,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00321,Prospect 00321 (Contracting & Project Controls),contracting_project_controls,linkedin_manual,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00324,"Prospect 00324 (Consulting, Training & B2B Services)",consulting_training_b2b,linkedin_manual,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00327,Prospect 00327 (Real Estate & Property Operations),real_estate_property_ops,linkedin_manual,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00330,Prospect 00330 (Facilities Management & Maintenance),facilities_management,linkedin_manual,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00333,Prospect 00333 (Legal & Professional Services),legal_professional_services,linkedin_manual,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00336,Prospect 00336 (Contracting & Project Controls),contracting_project_controls,linkedin_manual,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00339,"Prospect 00339 (Consulting, Training & B2B Services)",consulting_training_b2b,linkedin_manual,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00342,Prospect 00342 (Real Estate & Property Operations),real_estate_property_ops,linkedin_manual,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00345,Prospect 00345 (Facilities Management & Maintenance),facilities_management,linkedin_manual,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00348,Prospect 00348 (Legal & Professional Services),legal_professional_services,linkedin_manual,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00351,Prospect 00351 (Contracting & Project Controls),contracting_project_controls,website_form,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00354,"Prospect 00354 (Consulting, Training & B2B Services)",consulting_training_b2b,website_form,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00357,Prospect 00357 (Real Estate & Property Operations),real_estate_property_ops,website_form,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00360,Prospect 00360 (Facilities Management & Maintenance),facilities_management,website_form,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00363,Prospect 00363 (Legal & Professional Services),legal_professional_services,website_form,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00366,Prospect 00366 (Contracting & Project Controls),contracting_project_controls,website_form,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00369,"Prospect 00369 (Consulting, Training & B2B Services)",consulting_training_b2b,website_form,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00372,Prospect 00372 (Real Estate & Property Operations),real_estate_property_ops,website_form,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00375,Prospect 00375 (Facilities Management & Maintenance),facilities_management,website_form,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00378,Prospect 00378 (Legal & Professional Services),legal_professional_services,website_form,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00381,Prospect 00381 (Contracting & Project Controls),contracting_project_controls,website_form,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00384,"Prospect 00384 (Consulting, Training & B2B Services)",consulting_training_b2b,website_form,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00387,Prospect 00387 (Real Estate & Property Operations),real_estate_property_ops,website_form,ar,Department OS,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00390,Prospect 00390 (Facilities Management & Maintenance),facilities_management,website_form,ar,AI Workflow Audit,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00393,Prospect 00393 (Legal & Professional Services),legal_professional_services,website_form,ar,Monthly Retainer,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00396,Prospect 00396 (Contracting & Project Controls),contracting_project_controls,website_form,ar,Paid Pilot,3.67,3,5,True,False,True,needs_review
BATCH-2026-06-04-00399,"Prospect 00399 (Consulting, Training & B2B Services)",consulting_training_b2b,website_form,ar,Enterprise Custom OS,3.67,3,5,True,False,True,needs_review
